,구분,에볼라바이러스병,마버그열,라싸열,크리미안콩고출혈열,남아메리카출혈열,리프트밸리열,두창,페스트,탄저,보툴리눔독소증,야토병,신종감염병증후군,중증급성호흡기증후군(SARS),중동호흡기증후군(MERS),동물인플루엔자 인체감염증,신종인플루엔자,디프테리아,수두,홍역,콜레라,장티푸스,파라티푸스,세균성이질,장출혈성대장균감염증,A형간염,백일해,유행성이하선염,풍진(2018년이전),풍진(선천성),풍진(후천성),폴리오,수막구균 감염증,b형헤모필루스인플루엔자,폐렴구균 감염증,한센병,성홍열,반코마이신내성황색포도알균(VRSA) 감염증,카바페넴내성장내세균속균종(CRE) 감염증,E형간염,파상풍,B형간염,일본뇌염,C형간염,말라리아,레지오넬라증,비브리오패혈증,발진티푸스,발진열,쯔쯔가무시증,렙토스피라증,브루셀라증,공수병,신증후군출혈열,크로이츠펠트-야콥병(CJD) 및 변종크로이츠펠트-야콥병(vCJD),황열,뎅기열,큐열,웨스트나일열,라임병,진드기매개뇌염,유비저,치쿤구니야열,중증열성혈소판감소증후군(SFTS),지카바이러스감염증
0,강원강릉시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.549062500000007,0.029375,0.0,0.10249999999999998,0.029375,0.0,0.0146875,0.4553125,0.1175,4.965937499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.07343749999999999,0.0,0.3084374999999999,0.0,0.0,0.0146875,0.0146875,0.029375,0.0146875,1.3199999999999994,0.0146875,0.13218749999999996,0.0,0.0,0.0,0.05875,0.0,0.0,0.0,0.029375,0.029375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029375,0.0
1,강원고성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7668749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.7896875,0.0,0.9834375,0.0,0.0,0.0,0.0,0.0,0.0,0.1128125,0.0,0.225625,0.0,0.0,0.0,0.0,0.225625,0.0,0.9993749999999999,0.1128125,0.1075,0.0,0.0,0.0,0.1128125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1128125,0.0
2,강원동해시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.084062500000003,0.034375,0.0,0.0340625,0.0,0.0,0.034375,0.34281249999999996,0.0,2.9774999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.0,0.17093750000000002,0.0,0.0,0.0,0.0,0.034375,0.0,1.4375000000000002,0.034375,0.205625,0.0,0.0,0.0,0.06843750000000001,0.0,0.0,0.0,0.068125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06875,0.0
3,강원삼척시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.243749999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.5515625,0.0,5.835625,0.0,0.0,0.0,0.0,0.04625,0.0,0.0925,0.0,1.4671874999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.9765625,0.0,0.0925,0.0,0.0,0.04625,0.04625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1384375,0.0
4,강원속초시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.109687499999997,0.0,0.0,0.0,0.0,0.0,0.038125,0.3818750000000001,0.038125,2.2140625,0.0,0.0,0.0,0.0,0.0,0.0,0.07625,0.0,0.38125000000000003,0.0,0.0,0.0,0.0,0.190625,0.0,1.3740624999999997,0.114375,0.038125,0.0,0.0,0.0,0.038125,0.038125,0.0,0.0,0.0,0.038125,0.0,0.0,0.0,0.0,0.0,0.0,0.038125,0.0,0.0,0.0
5,강원양구군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.801250000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.805625,0.0,2.8109374999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.2675,0.0,0.4059375,0.0,0.0,0.0,0.0,0.1321875,0.0,0.6734374999999999,0.0,0.0,0.0,0.0,0.0,0.1353125,0.1353125,0.0,0.0,0.1353125,0.0,0.0,0.0,0.1321875,0.0,0.0,0.0,0.0,0.0,0.39968750000000003,0.0
6,강원양양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.655312499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5671875,0.0,2.0456250000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.3415625,0.0,0.3415625,0.0,0.0,0.0,0.0,0.0,0.0,1.0259375,0.0,0.226875,0.0,0.0,0.0,0.229375,0.0,0.0,0.0,0.1146875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3415625,0.0
7,강원영월군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59875,0.0,0.0,0.0,0.0,0.0,0.0,0.793125,0.0,0.9474999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156875,0.0,0.0,0.079375,0.0,0.079375,0.0,1.7340624999999996,0.0,0.079375,0.0,0.0,0.0,0.0784375,0.0,0.0,0.0,0.39218749999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31625000000000003,0.0
8,강원원주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.834062499999998,0.0,0.0,0.027187499999999996,0.0,0.0090625,0.018125,0.9928125,0.03625,3.506874999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0996875,0.0,0.5549999999999997,0.0,0.0,0.0090625,0.0,0.0815625,0.0,1.2590624999999998,0.0090625,0.0634375,0.0090625,0.0,0.0,0.0725,0.027187499999999996,0.0,0.0,0.0725,0.0,0.0,0.03625,0.0,0.0,0.018125,0.0,0.0,0.0,0.1275,0.0
9,강원인제군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2290625,0.0,0.0,0.0,0.0,0.0,0.0,0.5843749999999999,0.0,0.5843749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6796874999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.2653125,0.0,0.0,0.0,0.0,0.0,0.0965625,0.0,0.0,0.0,0.0978125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8743749999999999,0.0
10,강원정선군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.633437499999998,0.0,0.0,0.0,0.0834375,0.0,0.0,0.9178125000000001,0.0,1.4075000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.249375,0.0,0.3309375,0.0,0.0,0.0,0.0,0.0834375,0.0,2.990000000000001,0.0825,0.0,0.0,0.0,0.0,0.166875,0.0,0.0,0.0,0.0834375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33187500000000003,0.0
11,강원철원군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4515625,0.0,0.0,0.0,0.0,0.0,0.135625,1.0178125000000002,0.0,1.2759375,0.0,0.0,0.0,0.0,0.0,0.0,0.26937500000000003,0.0,1.5450000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.6740625,1.4884375000000003,0.0,0.0,0.0,0.0,0.9412500000000001,0.0678125,0.0,0.0,0.0,0.0,0.0,0.0678125,0.0,0.0,0.0,0.0,0.0,0.0,0.4046875,0.0
12,강원춘천시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.269375,0.01125,0.0,0.05593749999999999,0.0446875,0.06687499999999999,0.06687499999999999,1.0690625000000002,0.01125,2.3368750000000005,0.0,0.0,0.0,0.0,0.01125,0.0,0.17906249999999999,0.0,2.6724999999999985,0.0,0.0,0.033437499999999995,0.0,0.0671875,0.01125,0.6237499999999999,0.0784375,0.0,0.0,0.0,0.0,0.24562500000000004,0.045,0.0,0.0,0.08999999999999998,0.01125,0.0,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.13375,0.0
13,강원태백시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.857812499999998,0.0,0.0,0.1390625,0.0,0.0,0.0,0.3484375,0.0,1.878125,0.0,0.0,0.0,0.0,0.0,0.0,0.1390625,0.06875,1.1709375,0.0,0.0,0.0,0.0,0.140625,0.0,1.9587499999999998,0.0,0.0,0.0,0.0,0.0,0.0703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,강원평창군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.860937500000006,0.0,0.0,0.2184375,0.0,0.0,0.0,0.9568749999999999,0.0,1.3203124999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.29312499999999997,0.0,0.5128125,0.0,0.0,0.07375,0.0,0.0,0.0,1.6887499999999998,0.0,0.2184375,0.0,0.0,0.0,0.145625,0.0,0.0,0.0,0.07375,0.0,0.0,0.07375,0.0,0.0,0.0,0.0,0.0,0.0,0.29312499999999997,0.0
15,강원홍천군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.710624999999999,0.0,0.0,0.0,0.045,0.0,0.0,1.3012499999999998,0.0,1.7912500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.22499999999999998,0.0,0.538125,0.0,0.0,0.09,0.0,0.0896875,0.0,0.8068749999999999,0.0446875,0.0446875,0.0,0.0,0.0,0.6712500000000001,0.0446875,0.0,0.0,0.4040625,0.0,0.0,0.089375,0.0,0.0,0.0,0.0,0.0,0.0,0.179375,0.0
16,강원화천군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,0.0,0.0,0.0,0.244375,0.0,0.0,0.8721875,0.0,1.1109375,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.3475000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.616875,0.1221875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.7418750000000001,0.0
17,강원횡성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.829999999999998,0.0,0.0,0.0,0.1340625,0.0,0.0,1.004375,0.066875,1.340625,0.0,0.0,0.0,0.0,0.0,0.0,0.1340625,0.0,0.0671875,0.0,0.0,0.0,0.0,0.0671875,0.0,2.01125,0.0,0.0671875,0.0,0.0,0.0,0.335625,0.0,0.0,0.0,0.066875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268125,0.0
18,경기가평군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.462187499999997,0.0,0.0,0.05,0.0,0.05,0.0496875,0.7481250000000002,0.0,1.4943750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.14906250000000001,0.0,0.8953125000000001,0.0,0.0,0.0,0.05,0.0,0.0,1.7425,0.09968750000000001,0.0,0.0496875,0.0,0.0,0.49812499999999993,0.15000000000000002,0.0,0.0,0.14906250000000001,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.44812499999999994,0.0
19,경기고양시 덕양구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.464062499999999,0.006875,0.0,0.020625,0.020625,0.006875,0.0,1.8040625000000003,0.01375,1.8943750000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.075625,0.0,0.5978125000000001,0.0,0.0,0.0,0.0,0.055,0.006875,1.0968750000000003,0.440625,0.12375,0.0,0.0,0.0,0.08937500000000001,0.006875,0.0,0.0,0.0615625,0.006875,0.0,0.048125,0.020625,0.0,0.0,0.0,0.0,0.006875,0.0,0.0
20,경기고양시 일산구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,경기고양시 일산동,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,경기고양시 일산동구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.215937500000001,0.0421875,0.0,0.02125,0.0,0.0425,0.0,1.3900000000000003,0.02125,1.4031250000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.08499999999999999,0.0,1.0056250000000002,0.0,0.0,0.0,0.0,0.074375,0.0,1.0553125000000003,0.285,0.105625,0.0,0.0,0.0,0.084375,0.0,0.0,0.0,0.031875,0.0,0.0,0.0425,0.010625,0.0,0.0,0.0,0.0,0.0,0.010625,0.0
23,경기고양시 일산서구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.735624999999999,0.0103125,0.0,0.020625,0.0,0.0,0.0,1.5840625000000002,0.0309375,2.4525,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,1.4199999999999997,0.0,0.0,0.0,0.0,0.0309375,0.0,1.1037499999999998,0.541875,0.10312500000000001,0.0,0.0,0.0,0.06218750000000001,0.0,0.0,0.0,0.0,0.0103125,0.0,0.0103125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,경기과천시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.286562500000002,0.05375,0.0,0.0,0.0,0.0,0.0,1.2890625,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7549999999999999,0.0,0.0,0.0,0.0,0.05375,0.0,0.37812500000000004,0.05375,0.05375,0.0,0.0,0.0,0.108125,0.0,0.0,0.0,0.0540625,0.05375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,경기광명시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7109375,0.019375,0.0,0.028749999999999998,0.0096875,0.0,0.0771875,1.2859374999999997,0.095625,2.665625,0.0,0.0,0.0,0.0,0.0,0.0,0.13375,0.0,1.9043749999999997,0.0,0.0,0.0,0.0096875,0.019375,0.0,1.1234375000000003,0.1053125,0.096875,0.0,0.0,0.0,0.12437500000000001,0.0,0.0,0.0,0.0190625,0.019375,0.0,0.0190625,0.028437499999999998,0.0,0.0,0.0,0.0,0.0,0.0190625,0.0
26,경기광주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.581562500000004,0.016875,0.0,0.06843750000000001,0.0084375,0.0084375,0.0,1.5368750000000004,0.025625000000000002,2.9784375,0.0,0.0,0.0,0.0,0.0,0.0,0.07687500000000001,0.0,1.9896875,0.0,0.0,0.0,0.0,0.059375000000000004,0.0,1.0409374999999998,0.06125,0.0928125,0.0084375,0.0,0.0,0.043125000000000004,0.0,0.0,0.0,0.00875,0.0171875,0.0,0.0171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,경기구리시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.492187500000007,0.0,0.0,0.0,0.0,0.03125,0.0,1.5521875,0.0,3.2396874999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.1090625,0.0,1.2256249999999997,0.0,0.0,0.0,0.0,0.0625,0.0,1.1637499999999998,0.0778125,0.109375,0.0,0.0,0.0,0.0934375,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.015625,0.0,0.015625,0.0,0.0,0.0,0.0,0.0
28,경기군포시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0878125,0.045,0.0,0.0225,0.01125,0.045,0.01125,2.35,0.01125,2.9484375000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.056249999999999994,0.0,1.1687499999999997,0.0,0.0,0.01125,0.0,0.06749999999999999,0.0,1.3175,0.045,0.06749999999999999,0.0,0.0,0.0,0.2471875,0.01125,0.0,0.0,0.01125,0.01125,0.0,0.0225,0.01125,0.0,0.01125,0.0,0.0,0.0,0.01125,0.0
29,경기김포시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.755937499999995,0.02875,0.0,0.045,0.0221875,0.03625,0.02875,1.8384374999999997,0.19937500000000002,4.6734374999999995,0.0,0.0,0.0,0.0,0.014375,0.0,0.0521875,0.0,1.1824999999999999,0.0,0.0,0.0,0.0,0.059375,0.0,1.2390625000000002,0.6743750000000001,0.0515625,0.0,0.0,0.0,0.0434375,0.0071875,0.0,0.0,0.029375,0.0071875,0.0,0.0371875,0.0071875,0.0,0.0,0.0,0.0,0.0,0.021562500000000002,0.0
30,경기남양주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,경기남양주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2890625,0.00875,0.0,0.017812500000000002,0.0,0.018125000000000002,0.0184375,1.3596874999999995,0.045312500000000006,2.3740624999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.08218750000000002,0.0,3.0190625000000004,0.0,0.0,0.004375,0.0,0.031875,0.0,1.0171875000000001,0.08218750000000001,0.05875000000000001,0.004375,0.0,0.0,0.0825,0.009375,0.0,0.0,0.004375,0.009062500000000001,0.0,0.013125000000000001,0.0184375,0.0,0.01375,0.0,0.0,0.0,0.1053125,0.0
32,경기동두천시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.320312499999996,0.0328125,0.0,0.0321875,0.0,0.0,0.0328125,1.2737499999999997,0.0,3.0268750000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.1628125,0.0,3.915937499999999,0.0,0.0,0.0,0.0,0.16218749999999998,0.0,2.34375,0.226875,0.0321875,0.0,0.0,0.0,0.09718750000000001,0.0,0.0,0.0,0.0328125,0.0,0.0,0.0328125,0.0,0.0,0.0,0.0,0.0,0.0,0.09718750000000001,0.0
33,경기부천시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.597187500000002,0.015,0.0,0.03375,0.01875,0.01125,0.015,1.83125,0.06687500000000002,2.9940625,0.0,0.0,0.0,0.0,0.01875,0.0,0.14875000000000005,0.0,1.4528125,0.0,0.0,0.01125,0.00375,0.08218750000000002,0.00375,1.8543749999999997,0.10875,0.0559375,0.01875,0.0,0.0,0.078125,0.0075,0.0,0.0,0.01875,0.01125,0.0,0.04125,0.01875,0.0,0.0,0.0,0.0,0.0,0.00375,0.0
34,경기부천시 소사구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,경기부천시 오정구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,경기부천시 원미구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,경기성남시 분당구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.485312500000001,0.0128125,0.0,0.018750000000000003,0.0125,0.0,0.0,1.3012500000000002,0.00625,2.5596875,0.0,0.0,0.0,0.0,0.0125,0.0,0.08156250000000001,0.0,2.244375,0.0,0.0,0.00625,0.0,0.00625,0.00625,0.6574999999999999,0.18250000000000005,0.03125,0.00625,0.0,0.0,0.056562499999999995,0.018750000000000003,0.0,0.0,0.08218750000000001,0.00625,0.0,0.056249999999999994,0.0125,0.0,0.0,0.0,0.0,0.0,0.0125,0.0
38,경기성남시 수정구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.331562500000001,0.026875,0.0,0.013125,0.026875,0.0,0.0,1.2921875000000003,0.0396875,2.381875,0.0,0.0,0.0,0.0,0.0,0.0,0.11968750000000002,0.0,1.1959375000000003,0.0,0.0,0.0134375,0.0,0.0534375,0.0,1.9956250000000009,0.07968750000000001,0.0403125,0.0,0.0,0.0134375,0.11937500000000001,0.013125,0.0,0.0,0.04,0.013125,0.0,0.04,0.0134375,0.0,0.0134375,0.0,0.0,0.0,0.0,0.0
39,경기성남시 중원구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.140312499999999,0.0,0.0,0.0415625,0.0,0.0,0.0140625,1.5981249999999998,0.0,3.540625,0.0,0.0,0.0,0.0,0.0,0.0,0.0559375,0.0,0.9581249999999998,0.0,0.0,0.0,0.0,0.12562500000000001,0.0,1.5312500000000002,0.09781250000000001,0.09718750000000001,0.01375,0.0,0.0,0.0415625,0.0,0.0,0.0,0.0,0.0278125,0.0,0.0140625,0.01375,0.0,0.0,0.0,0.0,0.0,0.0140625,0.0
40,경기수원시 권선구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.251562500000004,0.016875,0.0,0.016875,0.0084375,0.0084375,0.016875,1.7940625,0.0084375,3.1056250000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.08406250000000001,0.0,1.1487500000000004,0.0,0.0,0.0084375,0.0084375,0.0675,0.0,1.388125,0.03375,0.0,0.0084375,0.0,0.0,0.1425,0.0253125,0.0,0.0,0.0253125,0.0253125,0.0,0.0334375,0.016875,0.0,0.0,0.0,0.0,0.0,0.016875,0.0
41,경기수원시 영통구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.568125000000006,0.0,0.0,0.0265625,0.00875,0.0175,0.0175,1.4284374999999996,0.026250000000000002,2.8381250000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.026250000000000002,0.0,2.425312499999999,0.0,0.0,0.0,0.0,0.043750000000000004,0.0,0.59375,0.0871875,0.026250000000000002,0.0,0.0,0.0,0.1765625,0.0,0.0,0.0,0.00875,0.00875,0.0,0.026250000000000002,0.0528125,0.0,0.0,0.0,0.0,0.0,0.00875,0.0
42,경기수원시 장안구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.750937500000001,0.0109375,0.0,0.0428125,0.0109375,0.0,0.0,1.5534375000000005,0.0865625,3.2668749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.064375,0.0,0.9359375000000002,0.0,0.0,0.0,0.0,0.08687500000000001,0.0,0.9840625000000001,0.043125,0.0215625,0.0109375,0.0,0.0109375,0.25968749999999996,0.0215625,0.0,0.0,0.043125,0.0,0.0,0.032812499999999994,0.0,0.0,0.0,0.0,0.0,0.010625,0.0109375,0.0
43,경기수원시 팔달구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077187499999997,0.0,0.0,0.0165625,0.0175,0.0175,0.0,1.3759375,0.033125,2.737812500000001,0.0,0.0,0.0,0.0,0.0,0.0,0.155625,0.0,1.1421875,0.0,0.0,0.0,0.0,0.17125,0.0,2.7649999999999997,0.0165625,0.0,0.0,0.0,0.0,0.20656249999999998,0.0,0.0,0.0,0.0175,0.0,0.0,0.0165625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
